ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
1486,2024-08-26,313,5,3,1,Completa
2166,2024-08-26,153,36,3,5,Completa
2664,2024-08-26,284,8,6,5,Completa
2697,2024-08-26,218,24,5,4,Completa
206,2024-08-27,96,30,5,4,Completa
869,2024-08-27,111,20,2,1,Completa
888,2024-08-27,90,6,3,3,Completa
903,2024-08-27,257,5,5,5,Completa
2915,2024-08-27,187,37,2,3,Completa
1,2024-08-28,298,17,1,3,Completa
1053,2024-08-28,23,2,3,1,Completa
2688,2024-08-28,74,15,2,5,Completa
601,2024-08-29,193,25,6,5,Completa
670,2024-08-29,80,7,3,2,Completa
729,2024-08-29,288,11,3,1,Completa
943,2024-08-29,56,5,6,3,Completa
984,2024-08-29,121,6,5,4,Completa
1055,2024-08-29,229,34,5,1,Completa
1208,2024-08-29,306,14,4,3,Completa
2053,2024-08-29,178,30,1,2,Completa
2429,2024-08-29,89,23,3,1,Completa
2693,2024-08-29,133,33,4,2,Pendiente
2862,2024-08-29,233,25,3,4,Pendiente
324,2024-08-30,206,3,3,4,Completa
1333,2024-08-30,132,28,2,2,Completa
1597,2024-08-30,281,33,2,5,Completa
1956,2024-08-30,1,36,3,3,Completa
2295,2024-08-30,252,34,2,5,Completa
526,2024-08-31,321,32,4,4,Completa
665,2024-08-31,151,10,5,4,Completa
1326,2024-08-31,307,34,5,4,Completa
1908,2024-08-31,199,3,2,3,Completa
2197,2024-08-31,151,36,1,1,Completa
2713,2024-08-31,176,34,3,3,Completa
2923,2024-08-31,214,10,6,1,Completa
2965,2024-08-31,183,37,4,3,Completa
46,2024-09-01,207,10,1,4,Completa
203,2024-09-01,322,31,6,3,Completa
493,2024-09-01,273,8,3,5,Pendiente
632,2024-09-01,50,36,5,5,Completa
1300,2024-09-01,201,25,5,4,Completa
1763,2024-09-01,182,35,3,2,Completa
1964,2024-09-01,319,29,1,5,Completa
2141,2024-09-01,188,16,4,1,Completa
2226,2024-09-01,122,8,6,4,Completa
2745,2024-09-01,114,9,3,2,Completa
2823,2024-09-01,91,32,6,5,Pendiente
154,2024-09-02,164,16,2,5,Completa
348,2024-09-02,248,9,4,4,Completa
518,2024-09-02,314,16,3,2,Pendiente
587,2024-09-02,317,20,5,1,Completa
702,2024-09-02,308,25,2,1,Completa
810,2024-09-02,40,24,6,4,Completa
931,2024-09-02,179,29,4,1,Completa
1203,2024-09-02,257,38,5,5,Completa
1789,2024-09-02,115,30,5,1,Completa
2288,2024-09-02,252,16,4,4,Completa
624,2024-09-03,297,36,1,5,Completa
738,2024-09-03,59,36,4,5,Completa
998,2024-09-03,152,25,5,3,Completa
1584,2024-09-03,194,31,2,2,Completa
2032,2024-09-03,100,38,4,4,Completa
2252,2024-09-03,206,31,3,4,Completa
52,2024-09-04,50,16,6,4,Completa
205,2024-09-04,303,2,3,5,Completa
385,2024-09-04,257,19,2,3,Completa
535,2024-09-04,167,14,3,1,Completa
1039,2024-09-04,314,22,1,4,Completa
1042,2024-09-04,257,8,2,4,Completa
1429,2024-09-04,23,26,2,5,Pendiente
1430,2024-09-04,302,19,3,1,Completa
2538,2024-09-04,141,30,5,3,Completa
147,2024-09-05,213,32,6,5,Completa
476,2024-09-05,209,38,5,2,Completa
1134,2024-09-05,138,30,2,4,Pendiente
1550,2024-09-05,125,6,4,1,Completa
2530,2024-09-05,218,4,1,4,Completa
5,2024-09-06,188,4,4,4,Completa
320,2024-09-06,93,38,3,3,Completa
862,2024-09-06,284,17,5,4,Completa
1526,2024-09-06,229,19,5,3,Completa
2025,2024-09-06,59,4,1,1,Completa
2607,2024-09-06,214,38,1,1,Completa
2612,2024-09-06,165,20,4,1,Completa
2714,2024-09-06,21,1,2,3,Completa
252,2024-09-07,222,23,3,3,Completa
299,2024-09-07,60,28,2,1,Pendiente
615,2024-09-07,205,17,4,1,Completa
811,2024-09-07,52,13,3,5,Completa
882,2024-09-07,288,32,5,2,Completa
927,2024-09-07,242,21,3,4,Completa
2075,2024-09-07,245,11,5,2,Pendiente
2455,2024-09-07,316,6,5,5,Pendiente
2459,2024-09-07,61,33,6,1,Completa
83,2024-09-08,187,2,6,4,Completa
442,2024-09-08,48,34,3,5,Completa
527,2024-09-08,13,10,6,3,Completa
761,2024-09-08,16,34,6,5,Completa
1252,2024-09-08,50,36,3,5,Pendiente
1371,2024-09-08,72,15,6,3,Completa
2200,2024-09-08,115,28,1,1,Completa
2592,2024-09-08,98,8,5,5,Completa
322,2024-09-09,97,9,6,5,Completa
402,2024-09-09,45,25,1,5,Completa
582,2024-09-09,266,21,3,5,Completa
1821,2024-09-09,143,16,1,4,Completa
726,2024-09-10,161,32,2,4,Completa
2359,2024-09-10,230,35,1,4,Pendiente
2744,2024-09-10,301,36,3,4,Completa
1649,2024-09-11,189,37,2,4,Completa
1854,2024-09-11,303,4,5,4,Completa
2220,2024-09-11,317,26,3,5,Completa
2489,2024-09-11,266,34,3,5,Completa
2649,2024-09-11,294,28,1,4,Pendiente
2809,2024-09-11,276,8,5,5,Pendiente
2878,2024-09-11,180,27,4,4,Completa
958,2024-09-12,80,11,3,3,Completa
1466,2024-09-12,215,17,1,1,Completa
2106,2024-09-12,135,14,2,1,Completa
2192,2024-09-12,167,26,6,4,Completa
2708,2024-09-12,233,29,5,3,Completa
1132,2024-09-13,88,22,1,4,Completa
1442,2024-09-13,4,17,4,2,Completa
2154,2024-09-13,212,25,6,4,Completa
1272,2024-09-14,187,12,2,2,Pendiente
1380,2024-09-14,126,22,2,1,Completa
1762,2024-09-14,71,29,2,4,Completa
1829,2024-09-14,207,23,2,4,Completa
2944,2024-09-14,22,21,3,5,Pendiente
2992,2024-09-14,311,30,2,4,Completa
522,2024-09-15,58,26,4,2,Completa
596,2024-09-15,169,1,5,5,Completa
634,2024-09-15,14,8,5,1,Completa
1183,2024-09-15,289,16,4,1,Completa
2798,2024-09-15,185,32,4,3,Completa
26,2024-09-16,286,23,2,5,Completa
561,2024-09-16,9,38,6,4,Completa
1230,2024-09-16,197,2,6,5,Cancelada
1484,2024-09-16,171,3,6,3,Completa
2286,2024-09-16,307,22,6,4,Completa
2667,2024-09-16,315,26,2,5,Pendiente
2941,2024-09-16,85,38,5,3,Completa
499,2024-09-17,197,2,1,1,Completa
576,2024-09-17,30,27,5,1,Completa
934,2024-09-17,213,26,5,4,Completa
1306,2024-09-17,168,23,2,5,Completa
1346,2024-09-17,278,3,5,1,Completa
2013,2024-09-17,84,2,3,3,Completa
2199,2024-09-17,325,13,4,3,Completa
2208,2024-09-17,324,17,5,5,Completa
2223,2024-09-17,219,6,5,1,Completa
2651,2024-09-17,272,21,4,5,Completa
71,2024-09-18,79,3,1,5,Completa
165,2024-09-18,173,8,3,4,Completa
304,2024-09-18,309,5,6,5,Completa
946,2024-09-18,313,34,4,4,Completa
1082,2024-09-18,282,33,6,4,Completa
1382,2024-09-18,318,23,2,1,Pendiente
1582,2024-09-18,245,16,1,2,Completa
1614,2024-09-18,60,37,1,1,Completa
1801,2024-09-18,46,33,1,5,Pendiente
1810,2024-09-18,72,35,4,5,Completa
2095,2024-09-18,36,36,6,2,Completa
2793,2024-09-18,205,16,2,5,Pendiente
186,2024-09-19,204,12,1,2,Completa
373,2024-09-19,41,26,3,4,Completa
892,2024-09-19,214,37,2,5,Completa
1089,2024-09-19,73,8,4,4,Completa
1289,2024-09-19,50,28,4,4,Completa
1366,2024-09-19,185,35,1,4,Completa
1599,2024-09-19,144,5,3,3,Completa
1963,2024-09-19,99,12,1,5,Completa
2988,2024-09-19,152,30,2,1,Completa
832,2024-09-20,100,21,6,3,Completa
899,2024-09-20,32,27,6,2,Completa
1477,2024-09-20,170,7,4,2,Completa
1495,2024-09-20,142,18,2,3,Completa
1929,2024-09-20,252,31,5,3,Completa
2508,2024-09-20,225,31,2,5,Completa
2895,2024-09-20,41,13,1,5,Completa
552,2024-09-21,286,17,1,4,Completa
720,2024-09-21,180,10,3,3,Completa
1197,2024-09-21,323,2,3,4,Completa
1259,2024-09-21,307,2,6,2,Completa
1265,2024-09-21,94,6,2,3,Completa
1302,2024-09-21,241,34,3,1,Completa
1712,2024-09-21,92,11,6,1,Completa
1909,2024-09-21,272,17,6,5,Pendiente
2069,2024-09-21,243,37,5,4,Completa
2406,2024-09-21,152,6,1,4,Completa
2647,2024-09-21,83,23,6,5,Completa
2673,2024-09-21,44,33,2,2,Completa
2738,2024-09-21,70,37,3,3,Completa
2972,2024-09-21,74,32,3,1,Completa
292,2024-09-22,221,26,6,4,Completa
654,2024-09-22,174,30,6,1,Completa
855,2024-09-22,35,8,2,3,Completa
1144,2024-09-22,106,21,1,4,Completa
1172,2024-09-22,164,13,1,5,Completa
1373,2024-09-22,192,11,1,5,Completa
2365,2024-09-22,95,37,3,4,Completa
2457,2024-09-22,234,3,3,4,Completa
2774,2024-09-22,31,6,2,5,Pendiente
2783,2024-09-22,61,10,5,1,Completa
2968,2024-09-22,245,29,2,1,Completa
156,2024-09-23,145,4,6,3,Completa
463,2024-09-23,280,32,4,2,Completa
470,2024-09-23,62,12,4,3,Pendiente
534,2024-09-23,56,1,5,1,Completa
568,2024-09-23,230,31,3,1,Completa
1180,2024-09-23,256,10,1,5,Pendiente
1340,2024-09-23,8,3,3,5,Completa
2620,2024-09-23,29,22,2,5,Completa
25,2024-09-24,275,34,3,3,Completa
368,2024-09-24,276,32,2,3,Pendiente
462,2024-09-24,100,32,5,4,Completa
637,2024-09-24,176,33,6,5,Completa
1402,2024-09-24,31,35,1,4,Completa
2377,2024-09-24,224,26,5,4,Completa
2735,2024-09-24,3,36,2,4,Pendiente
273,2024-09-25,130,4,4,5,Completa
478,2024-09-25,108,31,1,4,Completa
635,2024-09-25,261,5,2,1,Completa
805,2024-09-25,270,26,2,3,Completa
878,2024-09-25,153,26,2,1,Completa
1072,2024-09-25,155,28,2,4,Completa
1204,2024-09-25,280,33,1,4,Completa
1555,2024-09-25,9,25,2,2,Completa
1949,2024-09-25,223,1,3,1,Completa
1992,2024-09-25,266,29,6,4,Completa
2513,2024-09-25,290,18,1,1,Completa
2576,2024-09-25,214,15,2,3,Pendiente
2650,2024-09-25,48,26,2,2,Pendiente
2682,2024-09-25,8,17,5,4,Completa
2833,2024-09-25,202,36,5,1,Completa
4,2024-09-26,111,37,5,4,Completa
224,2024-09-26,294,10,5,4,Completa
296,2024-09-26,279,10,6,5,Pendiente
604,2024-09-26,321,6,3,4,Completa
1092,2024-09-26,232,9,1,1,Completa
1567,2024-09-26,147,15,4,4,Completa
2707,2024-09-26,244,23,1,5,Completa
2711,2024-09-26,309,5,4,1,Completa
2819,2024-09-26,6,25,1,2,Completa
56,2024-09-27,91,20,6,3,Completa
112,2024-09-27,3,31,1,3,Completa
150,2024-09-27,133,6,3,4,Completa
451,2024-09-27,290,7,3,4,Completa
647,2024-09-27,286,19,5,1,Completa
697,2024-09-27,21,19,6,2,Completa
736,2024-09-27,325,5,6,5,Completa
1523,2024-09-27,79,30,3,4,Completa
1670,2024-09-27,95,4,5,3,Completa
1925,2024-09-27,101,10,4,1,Completa
1946,2024-09-27,277,2,5,3,Completa
2553,2024-09-27,120,3,5,4,Completa
2903,2024-09-27,306,6,2,2,Completa
233,2024-09-28,315,10,5,5,Completa
254,2024-09-28,324,29,1,2,Completa
317,2024-09-28,258,7,6,3,Completa
417,2024-09-28,40,8,6,4,Pendiente
860,2024-09-28,106,2,6,4,Completa
1179,2024-09-28,98,10,5,4,Completa
1503,2024-09-28,121,12,6,3,Completa
2026,2024-09-28,48,17,3,4,Pendiente
2174,2024-09-28,325,17,1,3,Completa
2185,2024-09-28,250,10,2,1,Pendiente
2211,2024-09-28,60,24,1,1,Completa
2302,2024-09-28,41,21,4,4,Pendiente
59,2024-09-29,242,16,6,5,Completa
91,2024-09-29,192,6,6,3,Completa
100,2024-09-29,134,26,6,1,Completa
105,2024-09-29,24,24,1,4,Completa
179,2024-09-29,37,6,4,1,Pendiente
566,2024-09-29,109,16,1,5,Completa
745,2024-09-29,230,9,5,5,Completa
1199,2024-09-29,38,38,3,4,Completa
1288,2024-09-29,53,32,3,2,Completa
1311,2024-09-29,309,27,4,2,Completa
2065,2024-09-29,202,16,3,5,Completa
2102,2024-09-29,268,18,4,1,Completa
2470,2024-09-29,85,24,2,4,Completa
2765,2024-09-29,183,21,5,4,Completa
2772,2024-09-29,56,33,3,5,Pendiente
2970,2024-09-29,135,3,4,4,Completa
171,2024-09-30,50,27,3,5,Completa
400,2024-09-30,167,35,2,1,Completa
618,2024-09-30,31,37,3,5,Completa
755,2024-09-30,109,5,6,5,Completa
904,2024-09-30,76,16,3,3,Completa
1120,2024-09-30,283,13,6,5,Completa
1334,2024-09-30,158,33,1,5,Completa
1539,2024-09-30,152,8,1,4,Completa
1608,2024-09-30,78,11,1,5,Completa
2089,2024-09-30,221,14,2,5,Pendiente
2103,2024-09-30,78,5,4,3,Completa
2392,2024-09-30,58,6,5,4,Completa
2482,2024-09-30,82,4,2,5,Pendiente
2613,2024-09-30,251,26,3,1,Pendiente
2864,2024-09-30,28,36,4,3,Pendiente
2876,2024-09-30,162,13,3,1,Completa
714,2024-10-01,237,16,2,5,Completa
753,2024-10-01,99,11,3,2,Completa
2617,2024-10-01,63,35,2,5,Completa
2638,2024-10-01,91,24,4,4,Completa
2757,2024-10-01,35,27,5,4,Completa
517,2024-10-02,307,38,5,2,Completa
901,2024-10-02,325,37,4,4,Completa
1006,2024-10-02,281,23,6,5,Completa
1116,2024-10-02,266,10,4,1,Completa
1295,2024-10-02,208,17,1,4,Pendiente
2119,2024-10-02,296,8,1,4,Completa
2510,2024-10-02,294,31,4,4,Completa
261,2024-10-03,74,6,5,5,Completa
274,2024-10-03,105,23,5,4,Completa
289,2024-10-03,225,31,2,5,Completa
525,2024-10-03,311,34,4,4,Completa
828,2024-10-03,29,26,6,3,Completa
1223,2024-10-03,104,15,6,3,Completa
1570,2024-10-03,78,37,6,3,Completa
1619,2024-10-03,236,13,1,2,Completa
1997,2024-10-03,246,2,1,3,Completa
2029,2024-10-03,129,6,6,5,Completa
2041,2024-10-03,219,28,5,5,Completa
2246,2024-10-03,59,22,3,2,Completa
2461,2024-10-03,185,20,5,5,Completa
2548,2024-10-03,206,27,6,2,Completa
2558,2024-10-03,177,25,6,4,Completa
2616,2024-10-03,272,9,3,1,Pendiente
2724,2024-10-03,302,3,1,1,Completa
240,2024-10-04,312,29,4,3,Completa
649,2024-10-04,128,14,4,3,Completa
664,2024-10-04,264,33,3,5,Completa
1435,2024-10-04,52,31,5,4,Cancelada
2037,2024-10-04,296,32,3,4,Completa
2071,2024-10-04,122,31,1,2,Pendiente
2202,2024-10-04,276,6,5,5,Completa
2521,2024-10-04,20,35,4,3,Completa
159,2024-10-05,217,26,2,1,Completa
543,2024-10-05,162,8,1,5,Completa
722,2024-10-05,136,31,5,4,Completa
772,2024-10-05,141,2,6,3,Completa
794,2024-10-05,302,28,4,3,Completa
1138,2024-10-05,123,22,2,2,Completa
1227,2024-10-05,290,27,3,1,Completa
1635,2024-10-05,94,20,5,1,Completa
2090,2024-10-05,299,19,5,1,Completa
2404,2024-10-05,97,1,4,5,Completa
2690,2024-10-05,263,18,4,5,Completa
68,2024-10-06,127,20,2,5,Completa
164,2024-10-06,233,18,2,4,Completa
894,2024-10-06,178,6,1,5,Completa
964,2024-10-06,220,18,4,4,Completa
1015,2024-10-06,83,4,1,5,Completa
1528,2024-10-06,90,29,2,3,Pendiente
1560,2024-10-06,240,9,5,3,Pendiente
1971,2024-10-06,176,30,1,3,Completa
2491,2024-10-06,91,5,3,4,Pendiente
2948,2024-10-06,278,32,6,4,Completa
137,2024-10-07,264,15,1,5,Pendiente
1330,2024-10-07,285,7,6,4,Pendiente
1360,2024-10-07,177,37,4,3,Completa
1571,2024-10-07,14,18,6,4,Completa
1603,2024-10-07,50,22,3,4,Completa
2122,2024-10-07,120,2,5,5,Completa
2275,2024-10-07,227,36,1,1,Completa
2569,2024-10-07,177,32,4,4,Completa
2853,2024-10-07,259,25,4,2,Completa
553,2024-10-08,255,21,5,4,Completa
2910,2024-10-08,77,34,4,1,Completa
712,2024-10-09,247,15,4,1,Completa
769,2024-10-09,289,17,5,3,Completa
1012,2024-10-09,127,1,2,4,Completa
1280,2024-10-09,239,10,1,5,Completa
1512,2024-10-09,91,11,2,5,Completa
1684,2024-10-09,174,8,3,5,Completa
2662,2024-10-09,15,14,6,4,Completa
2919,2024-10-09,238,32,4,5,Completa
363,2024-10-10,219,23,2,2,Completa
430,2024-10-10,26,25,2,5,Completa
541,2024-10-10,106,21,4,1,Completa
602,2024-10-10,53,35,1,4,Completa
740,2024-10-10,62,17,3,3,Completa
1246,2024-10-10,54,38,6,2,Completa
1414,2024-10-10,248,24,4,5,Pendiente
2523,2024-10-10,63,17,6,5,Completa
2684,2024-10-10,282,35,5,2,Completa
2776,2024-10-10,10,33,3,3,Pendiente
36,2024-10-11,77,27,2,1,Completa
84,2024-10-11,110,13,1,4,Completa
285,2024-10-11,239,15,2,1,Completa
993,2024-10-11,313,10,5,4,Completa
1152,2024-10-11,111,6,3,4,Completa
1701,2024-10-11,200,3,2,5,Pendiente
1726,2024-10-11,241,28,3,4,Completa
2104,2024-10-11,320,15,5,4,Pendiente
2710,2024-10-11,5,8,2,5,Completa
2953,2024-10-11,1,22,5,4,Completa
310,2024-10-12,152,25,3,5,Completa
359,2024-10-12,56,18,1,5,Completa
394,2024-10-12,293,24,6,5,Completa
1748,2024-10-12,218,32,4,3,Completa
2099,2024-10-12,147,34,1,5,Completa
2360,2024-10-12,250,21,1,4,Completa
2387,2024-10-12,22,32,2,4,Completa
2922,2024-10-12,230,22,4,1,Completa
301,2024-10-13,326,21,4,4,Completa
859,2024-10-13,78,8,4,3,Completa
1836,2024-10-13,141,18,5,1,Completa
2113,2024-10-13,119,37,6,5,Completa
2370,2024-10-13,19,28,5,2,Completa
2952,2024-10-13,23,32,6,1,Completa
564,2024-10-14,11,35,5,1,Completa
856,2024-10-14,27,19,2,5,Completa
872,2024-10-14,29,16,6,1,Completa
921,2024-10-14,46,21,2,5,Completa
1021,2024-10-14,24,20,6,2,Completa
1376,2024-10-14,61,16,1,2,Completa
1585,2024-10-14,297,9,2,4,Completa
1768,2024-10-14,260,21,5,4,Completa
2374,2024-10-14,8,2,5,5,Completa
2829,2024-10-14,188,2,1,5,Pendiente
569,2024-10-15,184,25,4,1,Completa
653,2024-10-15,29,3,1,3,Completa
918,2024-10-15,61,11,2,1,Completa
945,2024-10-15,241,30,5,3,Completa
1024,2024-10-15,168,37,1,3,Completa
1374,2024-10-15,21,38,4,3,Completa
1469,2024-10-15,104,25,2,3,Completa
1538,2024-10-15,104,29,6,5,Completa
2352,2024-10-15,193,31,6,1,Pendiente
2818,2024-10-15,310,30,2,4,Completa
2847,2024-10-15,180,15,2,5,Completa
307,2024-10-16,50,27,1,2,Completa
605,2024-10-16,299,5,4,1,Completa
645,2024-10-16,188,3,1,5,Completa
912,2024-10-16,306,19,6,2,Completa
1018,2024-10-16,291,14,3,4,Completa
1020,2024-10-16,61,32,6,5,Completa
1222,2024-10-16,82,27,3,4,Pendiente
1277,2024-10-16,163,2,2,4,Completa
1322,2024-10-16,60,21,2,4,Pendiente
1392,2024-10-16,49,28,4,3,Completa
1446,2024-10-16,9,20,3,4,Pendiente
2816,2024-10-16,287,34,6,3,Completa
38,2024-10-17,271,20,6,3,Completa
326,2024-10-17,132,32,3,2,Pendiente
415,2024-10-17,148,21,1,4,Completa
435,2024-10-17,70,31,3,5,Completa
1209,2024-10-17,19,28,3,4,Completa
1453,2024-10-17,275,25,4,5,Completa
1596,2024-10-17,85,26,2,5,Completa
1969,2024-10-17,233,29,1,1,Completa
2120,2024-10-17,316,13,5,3,Completa
2171,2024-10-17,106,30,2,3,Completa
2231,2024-10-17,6,19,3,3,Completa
2679,2024-10-17,63,3,1,1,Completa
630,2024-10-18,290,18,5,2,Completa
678,2024-10-18,47,27,1,4,Completa
955,2024-10-18,196,6,3,4,Completa
966,2024-10-18,120,22,1,4,Pendiente
2131,2024-10-18,315,5,5,5,Completa
2386,2024-10-18,102,15,5,5,Completa
2739,2024-10-18,6,1,4,5,Completa
439,2024-10-19,207,36,2,2,Completa
530,2024-10-19,31,31,6,3,Completa
978,2024-10-19,116,19,3,5,Completa
1062,2024-10-19,141,34,3,5,Pendiente
1579,2024-10-19,20,22,1,3,Completa
1719,2024-10-19,1,11,3,5,Completa
2115,2024-10-19,250,29,4,5,Pendiente
2312,2024-10-19,22,20,5,5,Completa
2371,2024-10-19,264,6,3,3,Completa
2422,2024-10-19,219,4,1,1,Completa
2542,2024-10-19,189,25,4,4,Pendiente
675,2024-10-20,168,26,4,5,Completa
752,2024-10-20,48,24,3,4,Completa
823,2024-10-20,225,14,6,4,Completa
841,2024-10-20,280,11,2,5,Pendiente
910,2024-10-20,208,24,5,5,Completa
1356,2024-10-20,228,4,6,2,Completa
1391,2024-10-20,6,22,2,1,Completa
1716,2024-10-20,15,34,5,1,Completa
1718,2024-10-20,224,3,3,1,Completa
1911,2024-10-20,64,10,5,4,Pendiente
2337,2024-10-20,242,7,4,3,Pendiente
2588,2024-10-20,116,27,4,3,Completa
2594,2024-10-20,75,3,1,1,Completa
2781,2024-10-20,224,25,5,5,Completa
132,2024-10-21,95,27,1,4,Pendiente
1275,2024-10-21,18,15,5,4,Completa
1454,2024-10-21,272,10,6,1,Completa
1559,2024-10-21,226,1,1,3,Completa
1683,2024-10-21,181,12,4,3,Completa
760,2024-10-22,4,28,5,4,Completa
767,2024-10-22,9,32,2,4,Pendiente
886,2024-10-22,74,2,4,3,Pendiente
1740,2024-10-22,210,7,6,1,Completa
2279,2024-10-22,219,28,3,3,Completa
2317,2024-10-22,174,13,6,1,Completa
2546,2024-10-22,274,23,4,1,Completa
173,2024-10-23,168,36,1,5,Completa
840,2024-10-23,116,27,1,5,Completa
1191,2024-10-23,285,10,5,1,Completa
1336,2024-10-23,122,34,6,3,Completa
1742,2024-10-23,175,7,2,3,Completa
1936,2024-10-23,89,29,5,1,Pendiente
2589,2024-10-23,274,22,5,4,Completa
2670,2024-10-23,311,24,6,3,Completa
629,2024-10-24,157,14,1,1,Pendiente
1491,2024-10-24,132,35,2,2,Completa
2072,2024-10-24,11,29,4,4,Completa
2177,2024-10-24,37,18,6,4,Completa
2504,2024-10-24,161,22,3,1,Completa
235,2024-10-25,177,3,2,4,Pendiente
242,2024-10-25,152,1,3,1,Completa
613,2024-10-25,325,27,3,4,Completa
1087,2024-10-25,170,25,2,2,Completa
1485,2024-10-25,162,38,1,5,Completa
2587,2024-10-25,221,37,1,5,Completa
228,2024-10-26,209,11,4,5,Completa
423,2024-10-26,34,27,6,5,Completa
1303,2024-10-26,203,33,1,5,Completa
1327,2024-10-26,205,23,3,2,Pendiente
1728,2024-10-26,46,19,5,4,Completa
2514,2024-10-26,255,21,5,1,Completa
2723,2024-10-26,321,1,2,5,Completa
33,2024-10-27,65,23,2,5,Completa
314,2024-10-27,122,8,3,4,Completa
458,2024-10-27,102,10,4,5,Completa
1283,2024-10-27,318,32,1,4,Completa
1293,2024-10-27,247,4,2,4,Completa
1308,2024-10-27,185,22,4,1,Completa
1315,2024-10-27,222,3,1,1,Completa
1405,2024-10-27,187,29,2,2,Completa
1536,2024-10-27,203,35,6,1,Completa
2273,2024-10-27,304,10,4,4,Completa
2733,2024-10-27,27,30,6,1,Completa
1119,2024-10-28,142,15,6,2,Completa
1533,2024-10-28,118,15,4,4,Completa
1696,2024-10-28,316,31,6,5,Pendiente
1750,2024-10-28,310,16,1,5,Completa
1833,2024-10-28,14,18,6,5,Completa
2488,2024-10-28,55,10,5,5,Completa
2494,2024-10-28,211,33,5,1,Completa
2501,2024-10-28,272,17,4,4,Completa
2549,2024-10-28,239,8,1,4,Completa
2575,2024-10-28,13,23,4,4,Pendiente
2598,2024-10-28,155,18,6,5,Pendiente
2866,2024-10-28,6,2,3,5,Completa
2897,2024-10-28,36,3,3,4,Completa
32,2024-10-29,155,37,6,4,Completa
331,2024-10-29,157,35,2,3,Completa
668,2024-10-29,160,9,3,5,Completa
758,2024-10-29,168,11,2,1,Completa
759,2024-10-29,4,7,6,4,Completa
1367,2024-10-29,248,9,5,5,Completa
1668,2024-10-29,55,26,6,4,Completa
1882,2024-10-29,7,32,3,4,Completa
2078,2024-10-29,60,23,5,5,Completa
2080,2024-10-29,62,18,4,5,Pendiente
2242,2024-10-29,134,12,3,4,Pendiente
2812,2024-10-29,89,38,4,5,Completa
125,2024-10-30,190,3,6,5,Pendiente
1027,2024-10-30,140,18,4,1,Completa
1193,2024-10-30,217,5,6,4,Completa
1483,2024-10-30,303,23,5,1,Completa
1785,2024-10-30,207,1,1,4,Completa
1930,2024-10-30,302,1,1,1,Completa
2383,2024-10-30,237,14,3,4,Completa
2858,2024-10-30,154,15,1,5,Completa
109,2024-10-31,285,34,6,2,Completa
234,2024-10-31,255,37,5,5,Completa
965,2024-10-31,177,19,4,3,Completa
1192,2024-10-31,277,8,4,5,Pendiente
1361,2024-10-31,192,28,1,3,Completa
1436,2024-10-31,165,14,2,4,Completa
1610,2024-10-31,198,31,1,1,Completa
1644,2024-10-31,111,32,6,5,Completa
1972,2024-10-31,305,22,5,2,Completa
2843,2024-10-31,3,32,6,5,Completa
99,2024-11-01,11,17,1,2,Completa
674,2024-11-01,157,31,2,3,Completa
963,2024-11-01,107,17,4,4,Completa
1048,2024-11-01,185,5,1,2,Completa
1510,2024-11-01,34,1,3,2,Completa
1978,2024-11-01,210,21,3,4,Completa
2143,2024-11-01,54,38,6,4,Completa
2247,2024-11-01,15,12,5,4,Completa
2877,2024-11-01,152,23,4,5,Pendiente
93,2024-11-02,101,26,4,2,Pendiente
283,2024-11-02,292,21,5,1,Pendiente
830,2024-11-02,55,20,1,5,Completa
1304,2024-11-02,19,21,6,5,Completa
1445,2024-11-02,104,12,2,5,Pendiente
1869,2024-11-02,205,16,4,5,Completa
2987,2024-11-02,2,12,3,5,Completa
775,2024-11-03,71,17,6,2,Completa
834,2024-11-03,111,25,4,1,Completa
890,2024-11-03,296,7,5,4,Completa
1029,2024-11-03,9,29,1,5,Pendiente
1161,2024-11-03,277,26,6,4,Completa
1396,2024-11-03,209,9,1,5,Completa
1489,2024-11-03,22,8,4,5,Completa
1711,2024-11-03,183,19,4,4,Completa
2011,2024-11-03,322,8,6,3,Pendiente
2063,2024-11-03,8,32,1,1,Completa
2753,2024-11-03,319,5,3,4,Completa
20,2024-11-04,122,7,6,2,Completa
76,2024-11-04,147,36,5,3,Completa
158,2024-11-04,319,26,2,5,Pendiente
544,2024-11-04,252,26,3,4,Completa
982,2024-11-04,245,19,3,4,Completa
1490,2024-11-04,255,7,3,3,Completa
1573,2024-11-04,298,24,4,4,Completa
1832,2024-11-04,173,22,1,3,Completa
2121,2024-11-04,261,30,5,4,Completa
791,2024-11-05,210,32,2,4,Completa
1073,2024-11-05,173,35,5,5,Pendiente
1364,2024-11-05,65,33,3,1,Completa
1939,2024-11-05,141,27,5,5,Completa
2030,2024-11-05,70,1,6,5,Pendiente
2445,2024-11-05,56,14,3,4,Completa
2603,2024-11-05,156,37,1,1,Pendiente
2644,2024-11-05,69,21,2,4,Completa
2646,2024-11-05,228,10,4,5,Completa
2859,2024-11-05,280,16,3,5,Completa
2904,2024-11-05,165,34,6,4,Completa
155,2024-11-06,125,2,5,3,Pendiente
480,2024-11-06,161,12,2,2,Completa
980,2024-11-06,119,6,4,4,Completa
1298,2024-11-06,216,18,1,5,Completa
1342,2024-11-06,119,23,6,1,Completa
1645,2024-11-06,13,12,2,5,Completa
1818,2024-11-06,279,22,3,4,Completa
2500,2024-11-06,20,23,4,5,Completa
